Accno	Read Status	5' Contig	5' Position	5' Strand	3' Contig 	3' Position	3' Strand
HTU2KLI04IR6ZN	Assembled	contig00022	346	-	contig00022	75	+
HTU2KLI04IBH8A	Assembled	contig00050	131	-	contig00021	400	+
HTU2KLI04H0E41	Assembled	contig00003	833	+	contig00003	1072	-
HTU2KLI04IJPA6	Assembled	contig00033	107	+	contig00026	131	-
HTU2KLI04H0BAQ	Assembled	contig00002	757	-	contig00002	533	+
HTU2KLI04IEOOK	Assembled	contig00010	349	+	contig00010	562	-
HTU2KLI04JC5JD	PartiallyAssembled	contig00004	875	+	contig00059	8	-
HTU2KLI04H7PYX	Singleton
HTU2KLI04ILJLM	Assembled	contig00017	134	+	contig00017	342	-
HTU2KLI04JK3C2	Assembled	contig00010	311	-	contig00010	73	+
HTU2KLI04JPURL	Assembled	contig00003	184	+	contig00003	326	-
HTU2KLI04H9LO4	Assembled	contig00001	1025	-	contig00001	738	+
HTU2KLI04IE1IB	Assembled	contig00004	5	+	contig00004	180	-
HTU2KLI04IMZKF	Assembled	contig00004	42	+	contig00004	200	-
HTU2KLI04IJWIX	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04I4QHC	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04JCYWW	Assembled	contig00012	545	+	contig00022	236	-
HTU2KLI04H4I0M	PartiallyAssembled	contig00010	349	+	contig00010	696	-
HTU2KLI04IE66J	Assembled	contig00001	1299	+	contig00001	1507	-
HTU2KLI04IMRSO	Assembled	contig00004	831	+	contig00059	5	-
HTU2KLI04JK1PY	Assembled	contig00033	100	+	contig00026	2	-
HTU2KLI04IGR0C	Assembled	contig00004	990	+	contig00033	138	-
HTU2KLI04IY4FU	Assembled	contig00002	1106	+	contig00002	1319	-
HTU2KLI04H0857	Assembled	contig00013	318	+	contig00013	608	-
HTU2KLI04H8TD2	TooShort
HTU2KLI04JWBEC	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04HYWQS	Assembled	contig00004	765	+	contig00059	3	-
HTU2KLI04IIUWN	Assembled	contig00002	1380	-	contig00002	1079	+
HTU2KLI04H7B1M	Assembled	contig00033	216	+	contig00026	223	-
HTU2KLI04JR93B	Assembled	contig00004	244	+	contig00004	398	-
HTU2KLI04IPZ5Y	Singleton
HTU2KLI04JJEKB	Assembled	contig00022	178	+	contig00022	344	-
HTU2KLI04IHO04	Assembled	contig00033	129	-	contig00004	1031	+
HTU2KLI04INSWC	Assembled	contig00022	347	-	contig00061	1	+
HTU2KLI04JUW83	Assembled	contig00002	826	-	contig00002	533	+
HTU2KLI04ISGE7	Assembled	contig00012	545	+	contig00022	42	-
HTU2KLI04JH6T1	Assembled	contig00002	840	-	contig00002	547	+
HTU2KLI04IGM49	Assembled	contig00002	446	+	contig00002	852	-
HTU2KLI04JL6ID	Assembled	contig00002	533	+	contig00002	862	-
HTU2KLI04JYK6H	Assembled	contig00002	1117	+	contig00002	1213	-
HTU2KLI04IT3ST	Assembled	contig00033	215	+	contig00026	231	-
HTU2KLI04IIVG5	Assembled	contig00033	286	-	contig00033	143	+
HTU2KLI04JK48T	PartiallyAssembled	contig00002	1371	-	contig00002	1103	+
HTU2KLI04I7GRL	Assembled	contig00026	2	-	contig00033	16	+
HTU2KLI04IH6U4	Assembled	contig00001	1323	+	contig00001	1506	-
HTU2KLI04IKZWH	Assembled	contig00022	356	-	contig00061	5	+
HTU2KLI04IW0WW	Assembled	contig00012	545	+	contig00056	35	-
HTU2KLI04JCKBV	Assembled	contig00022	73	+	contig00022	266	-
HTU2KLI04IUE99	TooShort
HTU2KLI04HY17E	Assembled	contig00001	1323	+	contig00001	1508	-
HTU2KLI04IX0WF	Assembled	contig00001	930	+	contig00001	1185	-
HTU2KLI04I3N7Z	Assembled	contig00002	1019	-	contig00002	682	+
HTU2KLI04IIMAS	Assembled	contig00004	42	+	contig00004	372	-
HTU2KLI04IJLGP	TooShort
HTU2KLI04H5Y8E	Assembled	contig00002	1161	+	contig00002	1314	-
HTU2KLI04H4EN6	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI04HYMNJ	PartiallyAssembled	contig00003	874	+	contig00003	1073	-
HTU2KLI04I5TPE	Assembled	contig00033	221	+	contig00026	211	-
HTU2KLI04H26TV	Assembled	contig00002	16	+	contig00002	298	-
HTU2KLI04I7AEW	Assembled	contig00022	74	+	contig00022	378	-
HTU2KLI04IZ4I2	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI04H6I0N	Assembled	contig00033	107	+	contig00062	2	-
HTU2KLI04H2KGP	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI04IOXID	Assembled	contig00056	30	-	contig00012	545	+
HTU2KLI04H0R9D	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI04I4GR6	PartiallyAssembled	contig00012	545	+	contig00056	38	-
HTU2KLI04HZZRP	PartiallyAssembled	contig00035	265	-	contig00035	154	+
HTU2KLI04IXEO6	Assembled	contig00002	756	-	contig00002	533	+
HTU2KLI04IR4L7	Assembled	contig00004	1110	+	contig00033	286	-
HTU2KLI04H4DWT	Singleton
HTU2KLI04IZX9G	Assembled	contig00013	33	+	contig00013	202	-
HTU2KLI04ITPCL	Assembled	contig00012	545	+	contig00056	27	-
HTU2KLI04JKQ0X	Assembled	contig00002	1000	-	contig00002	683	+
HTU2KLI04IWWCT	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IKVO3	Assembled	contig00022	75	+	contig00022	242	-
HTU2KLI04JQSBZ	Assembled	contig00004	1112	+	contig00033	228	-
HTU2KLI04IN6DG	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04JQR00	Assembled	contig00062	1	-	contig00004	1025	+
HTU2KLI04I82O1	Assembled	contig00004	42	+	contig00004	311	-
HTU2KLI04I378F	Assembled	contig00004	43	+	contig00004	451	-
HTU2KLI04JR9UI	Singleton
HTU2KLI04JNRME	PartiallyAssembled	contig00004	998	+	contig00033	120	-
HTU2KLI04HYJEX	Assembled	contig00033	206	+	contig00033	287	-
HTU2KLI04IZNA2	Assembled	contig00033	289	-	contig00033	113	+
HTU2KLI04JKMO7	Assembled	contig00001	1180	-	contig00001	930	+
HTU2KLI04IYVYG	Assembled	contig00002	452	+	contig00002	601	-
HTU2KLI04JM1EB	Assembled	contig00022	371	-	contig00022	77	+
HTU2KLI04I7PNU	Assembled	contig00026	339	-	contig00033	245	+
HTU2KLI04H3H3H	Assembled	contig00004	765	+	contig00004	923	-
HTU2KLI04JQ4OA	Assembled	contig00002	1315	-	contig00002	1091	+
HTU2KLI04I79CO	PartiallyAssembled	contig00041	83	+	contig00041	166	-
HTU2KLI04IEYUH	Assembled	contig00002	550	+	contig00002	798	-
HTU2KLI04H7PN3	Assembled	contig00004	247	+	contig00004	531	-
HTU2KLI04JILLW	Assembled	contig00004	247	+	contig00004	552	-
HTU2KLI04IKSVG	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04INAWR	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04JBPO3	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04H1XZC	Assembled	contig00004	398	+	contig00004	526	-
HTU2KLI04JI3K1	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04I6ZY8	Assembled	contig00013	166	-	contig00013	8	+
HTU2KLI04IDIR4	Assembled	contig00056	34	-	contig00012	545	+
HTU2KLI04IV2LP	Assembled	contig00001	1067	+	contig00001	1218	-
HTU2KLI04HZAEK	Assembled	contig00017	271	+	contig00017	411	-
HTU2KLI04IT8F4	Assembled	contig00003	466	-	contig00003	255	+
HTU2KLI04IDKJ7	PartiallyAssembled	contig00022	372	-	contig00022	175	+
HTU2KLI04HZIDV	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IYRV5	Assembled	contig00002	850	+	contig00002	1017	-
HTU2KLI04IOSUN	Assembled	contig00002	1064	+	contig00002	1317	-
HTU2KLI04JD14X	Assembled	contig00022	73	+	contig00022	279	-
HTU2KLI04IPA1O	Singleton
HTU2KLI04IRSFK	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04JT1EZ	Assembled	contig00012	545	+	contig00056	23	-
HTU2KLI04JFU18	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI04HZXW9	Assembled	contig00004	43	+	contig00004	316	-
HTU2KLI04H21RX	Assembled	contig00007	305	-	contig00007	28	+
HTU2KLI04IVIL3	Assembled	contig00012	452	+	contig00061	5	-
HTU2KLI04JSAF4	Assembled	contig00032	1	+	contig00032	267	-
HTU2KLI04ISNYC	Assembled	contig00056	23	-	contig00012	545	+
HTU2KLI04JKHTA	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI04IJ7ZT	Assembled	contig00026	339	-	contig00033	274	+
HTU2KLI04IALWK	Assembled	contig00022	114	+	contig00022	347	-
HTU2KLI04JXVGQ	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI04IOI0O	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04IBO17	Assembled	contig00002	909	-	contig00002	690	+
HTU2KLI04IWWM6	Assembled	contig00022	372	-	contig00022	73	+
HTU2KLI04HYY8Y	Assembled	contig00007	566	-	contig00007	449	+
HTU2KLI04I7ZEA	PartiallyAssembled	contig00057	5	+	contig00022	333	-
HTU2KLI04H55OP	Assembled	contig00033	115	+	contig00026	131	-
HTU2KLI04IYSV8	Assembled	contig00002	533	+	contig00002	829	-
HTU2KLI04IAUMX	Assembled	contig00033	215	+	contig00026	154	-
HTU2KLI04H6PZQ	Assembled	contig00002	533	+	contig00002	868	-
HTU2KLI04H6OKM	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI04H66DP	Assembled	contig00004	1113	+	contig00055	70	+
HTU2KLI04JQWGA	Assembled	contig00002	883	-	contig00002	526	+
HTU2KLI04JIYQU	Assembled	contig00012	452	+	contig00012	616	-
HTU2KLI04IXJXU	Assembled	contig00022	375	-	contig00022	73	+
HTU2KLI04H5LQZ	Assembled	contig00004	674	-	contig00004	472	+
HTU2KLI04JEZR0	PartiallyAssembled	contig00004	877	+	contig00004	1117	-
HTU2KLI04IX9MI	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04JF3BC	PartiallyAssembled	contig00022	367	-	contig00012	627	+
HTU2KLI04I7B1S	Assembled	contig00012	545	+	contig00056	29	-
HTU2KLI04H1XEV	Assembled	contig00012	545	+	contig00012	636	-
HTU2KLI04IEL9E	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04JCZ73	Singleton
HTU2KLI04IGA1H	Assembled	contig00022	347	-	contig00022	115	+
HTU2KLI04I4EOI	Assembled	contig00004	250	+	contig00004	376	-
HTU2KLI04IROJ2	Assembled	contig00033	216	+	contig00026	179	-
HTU2KLI04I9REZ	TooShort
HTU2KLI04IEVEM	Assembled	contig00022	154	+	contig00022	341	-
HTU2KLI04H73RM	Singleton
HTU2KLI04JWQQ0	TooShort
HTU2KLI04JDPLT	Assembled	contig00002	692	+	contig00002	969	-
HTU2KLI04H1A1W	Assembled	contig00022	115	+	contig00022	372	-
HTU2KLI04IWDWX	TooShort
HTU2KLI04IBLA4	Assembled	contig00004	316	+	contig00004	556	-
HTU2KLI04H5B5X	Assembled	contig00007	449	+	contig00007	559	-
HTU2KLI04H7Z3K	Assembled	contig00029	302	-	contig00029	163	+
HTU2KLI04IFN2X	Assembled	contig00010	349	+	contig00010	563	-
HTU2KLI04HW1HD	Assembled	contig00001	1067	+	contig00001	1185	-
HTU2KLI04JXELT	TooShort
HTU2KLI04JHNMY	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04IN11M	Assembled	contig00040	150	-	contig00040	1	+
HTU2KLI04H8GUF	Assembled	contig00056	28	-	contig00012	545	+
HTU2KLI04IXUNW	Assembled	contig00012	545	+	contig00056	24	-
HTU2KLI04HZOM5	Singleton
HTU2KLI04JPD0D	Assembled	contig00004	43	+	contig00004	275	-
HTU2KLI04IBJEI	TooShort
HTU2KLI04JQC04	TooShort
HTU2KLI04INOVY	Assembled	contig00012	545	+	contig00056	29	-
HTU2KLI04I05E0	Assembled	contig00002	884	-	contig00002	690	+
HTU2KLI04JD3E1	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI04IRO0V	Assembled	contig00001	1184	-	contig00001	998	+
HTU2KLI04JGFAT	Assembled	contig00001	1182	-	contig00001	965	+
HTU2KLI04H7OAH	Assembled	contig00022	343	-	contig00022	73	+
HTU2KLI04I5L6K	Assembled	contig00001	1185	-	contig00001	1078	+
HTU2KLI04ITG92	Assembled	contig00004	875	+	contig00033	126	-
HTU2KLI04JAKDA	TooShort
HTU2KLI04IF0RY	PartiallyAssembled	contig00008	189	+	contig00008	454	-
HTU2KLI04H5HNB	Assembled	contig00002	1310	-	contig00002	1035	+
HTU2KLI04I0OWJ	PartiallyAssembled	contig00002	488	+	contig00002	829	-
HTU2KLI04H0Y2W	Assembled	contig00012	83	+	contig00012	204	-
HTU2KLI04JEJVP	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI04JASO3	Assembled	contig00033	279	+	contig00026	222	-
HTU2KLI04H5SB0	Assembled	contig00001	130	+	contig00001	334	-
HTU2KLI04JP5TP	Assembled	contig00033	124	-	contig00033	64	+
HTU2KLI04IAQ9N	PartiallyAssembled	contig00010	515	-	contig00010	278	+
HTU2KLI04I8J0D	Assembled	contig00002	425	+	contig00002	776	-
HTU2KLI04IW9YE	Assembled	contig00002	533	+	contig00002	806	-
HTU2KLI04H7UNO	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04IM1J5	Assembled	contig00002	727	-	contig00002	533	+
HTU2KLI04H0PX8	Assembled	contig00008	445	-	contig00008	108	+
HTU2KLI04ITJA9	Assembled	contig00012	545	+	contig00056	19	-
HTU2KLI04IP0DW	Assembled	contig00033	286	-	contig00059	9	+
HTU2KLI04JWYH9	Assembled	contig00022	381	-	contig00022	90	+
HTU2KLI04H9QLV	Assembled	contig00012	545	+	contig00022	167	-
HTU2KLI04H8P9P	Assembled	contig00022	383	-	contig00022	48	+
HTU2KLI04JCZ1E	Assembled	contig00004	925	-	contig00004	768	+
HTU2KLI04IGJTN	Assembled	contig00017	411	-	contig00017	274	+
HTU2KLI04IEQR9	Assembled	contig00056	24	-	contig00012	545	+
HTU2KLI04ITXY2	Assembled	contig00002	416	+	contig00002	744	-
HTU2KLI04ISVHO	Assembled	contig00002	726	-	contig00002	518	+
HTU2KLI04H981I	Assembled	contig00007	168	+	contig00007	561	-
HTU2KLI04JS712	Assembled	contig00003	1076	-	contig00003	736	+
HTU2KLI04H67WQ	Assembled	contig00056	53	-	contig00012	545	+
HTU2KLI04JGHP5	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04INAYJ	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IKD54	Assembled	contig00002	1017	-	contig00002	659	+
HTU2KLI04IYYQ9	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI04IOJ0T	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04H4TBT	Assembled	contig00001	1490	-	contig00001	1296	+
HTU2KLI04JR9YJ	Assembled	contig00002	884	-	contig00002	701	+
HTU2KLI04IKO2P	Assembled	contig00001	837	-	contig00001	585	+
HTU2KLI04IP25U	Assembled	contig00004	331	+	contig00004	531	-
HTU2KLI04I6A4N	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04JCMQ0	Assembled	contig00003	1073	-	contig00003	784	+
HTU2KLI04IVNNX	Assembled	contig00022	371	-	contig00022	77	+
HTU2KLI04H6L48	Assembled	contig00033	215	+	contig00026	167	-
HTU2KLI04JQ0N3	Assembled	contig00022	70	+	contig00022	376	-
HTU2KLI04JDPQB	Assembled	contig00004	247	+	contig00004	429	-
HTU2KLI04IT7C8	Assembled	contig00015	552	-	contig00015	260	+
HTU2KLI04IP43J	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04H80YV	Assembled	contig00056	22	-	contig00012	545	+
HTU2KLI04H6J9R	Singleton
HTU2KLI04JXT8U	Assembled	contig00055	1	+	contig00026	256	+
HTU2KLI04JVXN0	Assembled	contig00002	690	+	contig00002	995	-
HTU2KLI04I07FW	Assembled	contig00002	692	+	contig00002	785	-
HTU2KLI04I6K2W	Assembled	contig00002	1362	-	contig00002	1189	+
HTU2KLI04JWG0Q	Assembled	contig00012	202	-	contig00012	94	+
HTU2KLI04I7332	Assembled	contig00026	225	-	contig00033	216	+
HTU2KLI04I9RWT	Assembled	contig00009	419	-	contig00009	141	+
HTU2KLI04JH3WZ	Assembled	contig00002	1014	+	contig00002	1227	-
HTU2KLI04JRN46	Assembled	contig00033	125	-	contig00004	905	+
HTU2KLI04IYSOD	Singleton
HTU2KLI04I3XPG	Assembled	contig00022	166	+	contig00022	362	-
HTU2KLI04H26AO	Assembled	contig00004	432	-	contig00004	247	+
HTU2KLI04IKRET	Assembled	contig00012	536	+	contig00060	1	-
HTU2KLI04IEEZL	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04I22O6	PartiallyAssembled	contig00004	923	-	contig00004	806	+
HTU2KLI04I3BM2	Assembled	contig00001	1505	-	contig00001	1234	+
HTU2KLI04JT614	Assembled	contig00033	216	+	contig00026	7	-
HTU2KLI04IPFAY	Assembled	contig00003	653	+	contig00003	750	-
HTU2KLI04ITHAH	Assembled	contig00033	285	-	contig00004	1100	+
HTU2KLI04IQD2X	Singleton
HTU2KLI04IKPFQ	Assembled	contig00002	1310	-	contig00002	1008	+
HTU2KLI04HXEEU	TooShort
HTU2KLI04ISZ74	Assembled	contig00004	718	-	contig00004	411	+
HTU2KLI04IZ7WX	Assembled	contig00001	1506	-	contig00001	1239	+
HTU2KLI04JPTZ3	Assembled	contig00002	1122	-	contig00002	945	+
HTU2KLI04JQJW1	Assembled	contig00002	1017	-	contig00002	715	+
HTU2KLI04JCQIX	Assembled	contig00003	1075	-	contig00003	939	+
HTU2KLI04H78JS	Assembled	contig00003	636	+	contig00003	770	-
HTU2KLI04I1ZNE	PartiallyAssembled	contig00002	1075	-	contig00002	872	+
HTU2KLI04ISXCE	Assembled	contig00002	869	+	contig00002	1216	-
HTU2KLI04IJUYE	Assembled	contig00022	73	+	contig00022	344	-
HTU2KLI04HX3U3	Assembled	contig00022	73	+	contig00022	341	-
HTU2KLI04H115P	Assembled	contig00012	545	+	contig00022	32	-
HTU2KLI04JT478	Assembled	contig00010	694	-	contig00010	394	+
HTU2KLI04IWQ8Z	Assembled	contig00002	825	-	contig00002	659	+
HTU2KLI04JQEHW	Assembled	contig00013	260	+	contig00013	499	-
HTU2KLI04I1OK9	Assembled	contig00004	1096	+	contig00033	143	-
HTU2KLI04IEECW	PartiallyAssembled	contig00022	344	-	contig00022	120	+
HTU2KLI04JH4NO	Assembled	contig00003	650	+	contig00003	990	-
HTU2KLI04I0ETY	Assembled	contig00033	289	-	contig00058	4	+
HTU2KLI04I7RLT	Assembled	contig00004	990	+	contig00033	122	-
HTU2KLI04H1F43	Assembled	contig00056	5	-	contig00012	545	+
HTU2KLI04HXHA1	Assembled	contig00033	216	+	contig00026	144	-
HTU2KLI04JBI51	Assembled	contig00023	3	+	contig00023	235	-
HTU2KLI04IT03F	Assembled	contig00001	930	+	contig00001	1050	-
HTU2KLI04IMRFF	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IFREC	Assembled	contig00004	42	+	contig00004	112	-
HTU2KLI04HYX5M	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04IJNOG	PartiallyAssembled	contig00004	1117	-	contig00004	877	+
HTU2KLI04H9M9W	Assembled	contig00022	359	-	contig00022	54	+
HTU2KLI04H131G	Assembled	contig00033	40	+	contig00026	50	-
HTU2KLI04IHARM	Assembled	contig00001	963	+	contig00001	1086	-
HTU2KLI04I7CGC	Singleton
HTU2KLI04JIJSI	PartiallyAssembled	contig00025	43	+	contig00025	154	-
HTU2KLI04I5SCJ	Assembled	contig00004	1115	+	contig00033	48	-
HTU2KLI04IHI69	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04HY4JZ	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04ID5M0	Assembled	contig00002	31	+	contig00002	311	-
HTU2KLI04IUF1U	Assembled	contig00056	25	-	contig00012	545	+
HTU2KLI04H8J22	Assembled	contig00026	17	-	contig00033	13	+
HTU2KLI04H398Z	Assembled	contig00004	1065	+	contig00033	233	-
HTU2KLI04IS78T	Assembled	contig00033	215	+	contig00026	223	-
HTU2KLI04I03KD	Assembled	contig00019	1	+	contig00019	352	-
HTU2KLI04IDPHG	Assembled	contig00007	449	+	contig00007	564	-
HTU2KLI04JSIOO	PartiallyAssembled	contig00004	373	+	contig00004	714	-
HTU2KLI04ICJUV	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI04IAMAW	Assembled	contig00004	42	+	contig00004	373	-
HTU2KLI04JG5KV	Assembled	contig00022	157	+	contig00022	349	-
HTU2KLI04H694K	Assembled	contig00001	1239	+	contig00001	1507	-
HTU2KLI04HY4GO	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI04IVQQL	PartiallyAssembled	contig00022	381	-	contig00022	260	+
HTU2KLI04JD4MH	Assembled	contig00056	58	-	contig00012	545	+
HTU2KLI04H0AZG	Assembled	contig00001	1185	-	contig00001	963	+
HTU2KLI04JG3GF	Singleton
HTU2KLI04IJ90F	Assembled	contig00013	318	+	contig00013	568	-
HTU2KLI04ICX9Y	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04JZY95	Assembled	contig00022	362	-	contig00022	73	+
HTU2KLI04IOKYG	Singleton
HTU2KLI04IUT8W	PartiallyAssembled	contig00060	3	-	contig00012	549	+
HTU2KLI04H0HNA	Assembled	contig00010	684	-	contig00010	308	+
HTU2KLI04IBWJ0	Assembled	contig00026	225	-	contig00033	216	+
HTU2KLI04JCNSH	PartiallyAssembled	contig00012	640	-	contig00012	545	+
HTU2KLI04I6BK9	Assembled	contig00012	545	+	contig00022	126	-
HTU2KLI04IZT6F	Assembled	contig00033	216	+	contig00026	135	-
HTU2KLI04JRDA8	Assembled	contig00012	545	+	contig00056	23	-
HTU2KLI04JDSGI	Assembled	contig00022	154	+	contig00022	358	-
HTU2KLI04JPSH4	Assembled	contig00022	345	-	contig00022	46	+
HTU2KLI04H73RF	Assembled	contig00004	250	+	contig00004	533	-
HTU2KLI04JLMQX	Assembled	contig00002	735	-	contig00002	613	+
HTU2KLI04JWWUC	Assembled	contig00004	1095	+	contig00033	138	-
HTU2KLI04IG1KT	Assembled	contig00002	732	-	contig00002	537	+
HTU2KLI04JTEDI	Assembled	contig00004	370	-	contig00004	19	+
HTU2KLI04I4OQJ	Assembled	contig00010	67	+	contig00010	287	-
HTU2KLI04IHW0J	Assembled	contig00012	545	+	contig00056	22	-
HTU2KLI04HZBUQ	Assembled	contig00004	1115	-	contig00004	931	+
HTU2KLI04ITEXU	TooShort
HTU2KLI04I858N	Assembled	contig00003	1035	-	contig00003	838	+
HTU2KLI04H8RJG	Assembled	contig00004	1112	+	contig00033	283	-
HTU2KLI04IQ15O	Assembled	contig00061	5	-	contig00012	545	+
HTU2KLI04JONQB	Assembled	contig00041	75	+	contig00041	164	-
HTU2KLI04JEJTK	Assembled	contig00003	307	-	contig00003	184	+
HTU2KLI04JPQ6T	Assembled	contig00001	1183	-	contig00001	1066	+
HTU2KLI04I20RF	PartiallyAssembled	contig00059	8	-	contig00004	992	+
HTU2KLI04INU0H	Assembled	contig00004	1109	+	contig00033	134	-
HTU2KLI04IDO6C	Assembled	contig00026	229	-	contig00026	47	+
HTU2KLI04HZRFL	Assembled	contig00022	380	-	contig00022	78	+
HTU2KLI04JXA5X	Assembled	contig00022	73	+	contig00022	343	-
HTU2KLI04IO7U1	Assembled	contig00002	1019	-	contig00002	891	+
HTU2KLI04IE559	Assembled	contig00041	1	+	contig00041	162	-
HTU2KLI04JM04T	PartiallyAssembled	contig00034	57	+	contig00053	75	-
HTU2KLI04JT9H1	Assembled	contig00002	966	+	contig00002	1213	-
HTU2KLI04IPTDX	Assembled	contig00002	489	+	contig00002	787	-
HTU2KLI04IQ0OP	PartiallyAssembled	contig00004	675	-	contig00004	589	+
HTU2KLI04INKWM	Assembled	contig00001	1218	-	contig00001	1105	+
HTU2KLI04IX6EY	PartiallyAssembled	contig00022	362	-	contig00061	5	+
HTU2KLI04H4XON	PartiallyAssembled	contig00007	458	+	contig00007	574	-
HTU2KLI04JS76Q	Assembled	contig00004	1114	+	contig00033	130	-
HTU2KLI04JEA7N	Assembled	contig00013	231	+	contig00013	505	-
HTU2KLI04H2GF4	Assembled	contig00002	431	+	contig00002	782	-
HTU2KLI04IC00I	TooShort
HTU2KLI04IR3PM	Assembled	contig00004	1105	+	contig00033	281	-
HTU2KLI04IK0Y9	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI04I120H	Assembled	contig00002	733	-	contig00002	670	+
HTU2KLI04IBQ2T	Assembled	contig00056	37	-	contig00012	545	+
HTU2KLI04JI7KQ	Assembled	contig00002	533	+	contig00002	846	-
HTU2KLI04IP46G	Assembled	contig00033	127	-	contig00033	17	+
HTU2KLI04IGDJ1	PartiallyAssembled	contig00061	6	+	contig00022	226	-
HTU2KLI04I3LCY	Assembled	contig00004	914	-	contig00004	782	+
HTU2KLI04IR324	Assembled	contig00003	498	-	contig00003	243	+
HTU2KLI04JWHIC	Assembled	contig00022	382	-	contig00022	86	+
HTU2KLI04IYK6X	Assembled	contig00033	286	-	contig00059	9	+
HTU2KLI04IHSR0	Assembled	contig00056	21	-	contig00012	545	+
HTU2KLI04H25IN	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI04JRP5I	Assembled	contig00001	963	+	contig00001	1183	-
HTU2KLI04HYJGL	Assembled	contig00033	109	+	contig00033	284	-
HTU2KLI04JHXV5	Assembled	contig00012	545	+	contig00022	204	-
HTU2KLI04IW8J7	TooShort
HTU2KLI04JOK9G	Assembled	contig00033	223	-	contig00033	32	+
HTU2KLI04H9AIU	Assembled	contig00004	42	+	contig00004	213	-
HTU2KLI04H42QY	Assembled	contig00033	215	+	contig00033	276	-
HTU2KLI04JRZYD	TooShort
HTU2KLI04IK8NY	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI04IN9WU	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04JTVP7	Assembled	contig00015	327	-	contig00015	1	+
HTU2KLI04H0H64	Assembled	contig00002	429	+	contig00002	860	-
HTU2KLI04I58HP	Assembled	contig00012	545	+	contig00056	24	-
HTU2KLI04JVNB6	Assembled	contig00004	251	+	contig00004	549	-
HTU2KLI04I0U7N	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI04IU939	Assembled	contig00001	965	+	contig00001	1184	-
HTU2KLI04IUW5S	Assembled	contig00001	1066	+	contig00001	1218	-
HTU2KLI04I43L4	Assembled	contig00002	649	-	contig00002	533	+
HTU2KLI04I05P1	Assembled	contig00002	1079	+	contig00002	1317	-
HTU2KLI04IJX9H	Assembled	contig00004	758	+	contig00059	1	-
HTU2KLI04ICAMS	Assembled	contig00026	222	-	contig00033	215	+
HTU2KLI04I8R1Y	Assembled	contig00022	375	-	contig00022	157	+
HTU2KLI04JK8AI	Assembled	contig00002	826	-	contig00002	541	+
HTU2KLI04H9P4R	PartiallyAssembled	contig00001	1036	-	contig00001	731	+
HTU2KLI04ICNT2	PartiallyAssembled	contig00001	1075	+	contig00001	1184	-
HTU2KLI04I02HA	Singleton
HTU2KLI04IF995	Assembled	contig00010	568	-	contig00010	349	+
HTU2KLI04IOOKM	Assembled	contig00001	202	+	contig00001	274	-
HTU2KLI04ITHDX	PartiallyAssembled	contig00033	4	+	contig00033	126	-
HTU2KLI04JZV60	Assembled	contig00004	608	+	contig00004	848	-
